,node,state,count,id,Network
1,0,1,312,Random Noise,7
2,0,2,344,Random Noise,7
3,1,0,318,Random Noise,7
4,1,1,361,Random Noise,7
5,1,2,321,Random Noise,7
6,2,0,319,Random Noise,7
7,2,1,360,Random Noise,7
8,2,2,321,Random Noise,7
9,3,0,341,Random Noise,7
10,3,1,331,Random Noise,7
11,3,2,328,Random Noise,7
12,4,0,322,Random Noise,7
13,4,1,325,Random Noise,7
14,4,2,353,Random Noise,7
15,5,0,356,Random Noise,7
16,5,1,311,Random Noise,7
17,5,2,333,Random Noise,7
0,0,0,327,Random Noise,8
1,0,1,338,Random Noise,8
2,0,2,335,Random Noise,8
3,1,0,326,Random Noise,8
4,1,1,337,Random Noise,8
5,1,2,337,Random Noise,8
6,2,0,365,Random Noise,8
7,2,1,320,Random Noise,8
8,2,2,315,Random Noise,8
9,3,0,331,Random Noise,8
10,3,1,327,Random Noise,8
11,3,2,342,Random Noise,8
12,4,0,343,Random Noise,8
13,4,1,336,Random Noise,8
14,4,2,321,Random Noise,8
15,5,0,308,Random Noise,8
16,5,1,342,Random Noise,8
17,5,2,350,Random Noise,8
0,0,0,353,Random Noise,9
1,0,1,319,Random Noise,9
2,0,2,328,Random Noise,9
3,1,0,328,Random Noise,9
4,1,1,352,Random Noise,9
5,1,2,320,Random Noise,9
6,2,0,329,Random Noise,9
7,2,1,328,Random Noise,9
8,2,2,343,Random Noise,9
9,3,0,303,Random Noise,9
10,3,1,345,Random Noise,9
11,3,2,352,Random Noise,9
12,4,0,342,Random Noise,9
13,4,1,326,Random Noise,9
14,4,2,332,Random Noise,9
15,5,0,345,Random Noise,9
16,5,1,330,Random Noise,9
17,5,2,325,Random Noise,9
0,0,0,619,Extinction,0
1,0,1,290,Extinction,0
2,0,2,91,Extinction,0
3,1,0,568,Extinction,0
4,1,1,329,Extinction,0
5,1,2,103,Extinction,0
6,2,0,131,Extinction,0
7,2,1,256,Extinction,0
8,2,2,613,Extinction,0
9,3,0,153,Extinction,0
10,3,1,198,Extinction,0
11,3,2,649,Extinction,0
12,4,0,215,Extinction,0
13,4,1,423,Extinction,0
14,4,2,362,Extinction,0
15,5,0,314,Extinction,0
16,5,1,504,Extinction,0
17,5,2,182,Extinction,0
0,0,0,219,Extinction,1
1,0,1,240,Extinction,1
2,0,2,541,Extinction,1
3,1,0,512,Extinction,1
4,1,1,310,Extinction,1
5,1,2,178,Extinction,1
6,2,0,282,Extinction,1
7,2,1,407,Extinction,1
8,2,2,311,Extinction,1
9,3,0,285,Extinction,1
10,3,1,353,Extinction,1
11,3,2,362,Extinction,1
12,4,0,499,Extinction,1
13,4,1,301,Extinction,1
14,4,2,200,Extinction,1
15,5,0,257,Extinction,1
16,5,1,335,Extinction,1
17,5,2,408,Extinction,1
0,0,0,548,Extinction,2
1,0,1,285,Extinction,2
2,0,2,167,Extinction,2
3,1,0,388,Extinction,2
4,1,1,316,Extinction,2
5,1,2,296,Extinction,2
6,2,0,182,Extinction,2
7,2,1,306,Extinction,2
8,2,2,512,Extinction,2
9,3,0,228,Extinction,2
10,3,1,305,Extinction,2
11,3,2,467,Extinction,2
12,4,0,398,Extinction,2
13,4,1,371,Extinction,2
14,4,2,231,Extinction,2
15,5,0,331,Extinction,2
16,5,1,407,Extinction,2
17,5,2,262,Extinction,2
0,0,0,263,Extinction,3
1,0,1,349,Extinction,3
2,0,2,388,Extinction,3
3,1,0,209,Extinction,3
4,1,1,295,Extinction,3
5,1,2,496,Extinction,3
6,2,0,232,Extinction,3
7,2,1,288,Extinction,3
8,2,2,480,Extinction,3
9,3,0,437,Extinction,3
10,3,1,410,Extinction,3
11,3,2,153,Extinction,3
12,4,0,305,Extinction,3
13,4,1,302,Extinction,3
14,4,2,393,Extinction,3
15,5,0,554,Extinction,3
16,5,1,356,Extinction,3
17,5,2,90,Extinction,3
0,0,0,162,Extinction,4
1,0,1,295,Extinction,4
2,0,2,543,Extinction,4
3,1,0,598,Extinction,4
4,1,1,348,Extinction,4
5,1,2,54,Extinction,4
6,2,0,230,Extinction,4
7,2,1,403,Extinction,4
8,2,2,367,Extinction,4
9,3,0,197,Extinction,4
10,3,1,366,Extinction,4
11,3,2,437,Extinction,4
12,4,0,664,Extinction,4
13,4,1,313,Extinction,4
14,4,2,23,Extinction,4
15,5,0,149,Extinction,4
16,5,1,285,Extinction,4
17,5,2,566,Extinction,4
0,0,0,574,Extinction,5
1,0,1,309,Extinction,5
2,0,2,117,Extinction,5
3,1,0,591,Extinction,5
4,1,1,290,Extinction,5
5,1,2,119,Extinction,5
6,2,0,159,Extinction,5
7,2,1,310,Extinction,5
8,2,2,531,Extinction,5
9,3,0,190,Extinction,5
10,3,1,421,Extinction,5
11,3,2,389,Extinction,5
12,4,0,352,Extinction,5
13,4,1,389,Extinction,5
14,4,2,259,Extinction,5
15,5,0,134,Extinction,5
16,5,1,281,Extinction,5
17,5,2,585,Extinction,5
0,0,0,483,Extinction,6
1,0,1,320,Extinction,6
2,0,2,197,Extinction,6
3,1,0,472,Extinction,6
4,1,1,318,Extinction,6
5,1,2,210,Extinction,6
6,2,0,137,Extinction,6
7,2,1,253,Extinction,6
8,2,2,610,Extinction,6
9,3,0,210,Extinction,6
10,3,1,355,Extinction,6
11,3,2,435,Extinction,6
12,4,0,212,Extinction,6
13,4,1,465,Extinction,6
14,4,2,323,Extinction,6
15,5,0,486,Extinction,6
16,5,1,289,Extinction,6
17,5,2,225,Extinction,6
0,0,0,96,Extinction,7
1,0,1,93,Extinction,7
2,0,2,811,Extinction,7
3,1,0,209,Extinction,7
4,1,1,300,Extinction,7
5,1,2,491,Extinction,7
6,2,0,580,Extinction,7
7,2,1,354,Extinction,7
8,2,2,66,Extinction,7
9,3,0,354,Extinction,7
10,3,1,379,Extinction,7
11,3,2,267,Extinction,7
12,4,0,405,Extinction,7
13,4,1,396,Extinction,7
14,4,2,199,Extinction,7
15,5,0,440,Extinction,7
16,5,1,415,Extinction,7
17,5,2,145,Extinction,7
0,0,0,257,Extinction,8
1,0,1,302,Extinction,8
2,0,2,441,Extinction,8
3,1,0,215,Extinction,8
4,1,1,396,Extinction,8
5,1,2,389,Extinction,8
6,2,0,444,Extinction,8
7,2,1,384,Extinction,8
8,2,2,172,Extinction,8
9,3,0,440,Extinction,8
10,3,1,370,Extinction,8
11,3,2,190,Extinction,8
12,4,0,469,Extinction,8
13,4,1,342,Extinction,8
14,4,2,189,Extinction,8
15,5,0,175,Extinction,8
16,5,1,206,Extinction,8
17,5,2,619,Extinction,8
0,0,0,321,Extinction,9
1,0,1,352,Extinction,9
2,0,2,327,Extinction,9
3,1,0,196,Extinction,9
4,1,1,333,Extinction,9
5,1,2,471,Extinction,9
6,2,0,362,Extinction,9
7,2,1,325,Extinction,9
8,2,2,313,Extinction,9
9,3,0,264,Extinction,9
10,3,1,345,Extinction,9
11,3,2,391,Extinction,9
12,4,0,592,Extinction,9
13,4,1,263,Extinction,9
14,4,2,145,Extinction,9
15,5,0,338,Extinction,9
16,5,1,309,Extinction,9
17,5,2,353,Extinction,9
0,0,0,622,Extinction,0
1,0,1,277,Extinction,0
2,0,2,101,Extinction,0
3,1,0,562,Extinction,0
4,1,1,328,Extinction,0
5,1,2,110,Extinction,0
6,2,0,152,Extinction,0
7,2,1,244,Extinction,0
8,2,2,604,Extinction,0
9,3,0,136,Extinction,0
10,3,1,237,Extinction,0
11,3,2,627,Extinction,0
12,4,0,196,Extinction,0
13,4,1,441,Extinction,0
14,4,2,363,Extinction,0
15,5,0,332,Extinction,0
16,5,1,473,Extinction,0
17,5,2,195,Extinction,0
0,0,0,187,Extinction,1
1,0,1,269,Extinction,1
2,0,2,544,Extinction,1
3,1,0,521,Extinction,1
4,1,1,290,Extinction,1
5,1,2,189,Extinction,1
6,2,0,266,Extinction,1
7,2,1,425,Extinction,1
8,2,2,309,Extinction,1
9,3,0,283,Extinction,1
10,3,1,341,Extinction,1
11,3,2,376,Extinction,1
12,4,0,509,Extinction,1
13,4,1,317,Extinction,1
14,4,2,174,Extinction,1
15,5,0,245,Extinction,1
16,5,1,347,Extinction,1
17,5,2,408,Extinction,1
0,0,0,529,Extinction,2
1,0,1,293,Extinction,2
2,0,2,178,Extinction,2
3,1,0,357,Extinction,2
4,1,1,331,Extinction,2
5,1,2,312,Extinction,2
6,2,0,195,Extinction,2
7,2,1,288,Extinction,2
8,2,2,517,Extinction,2
9,3,0,242,Extinction,2
10,3,1,287,Extinction,2
11,3,2,471,Extinction,2
12,4,0,355,Extinction,2
13,4,1,409,Extinction,2
14,4,2,236,Extinction,2
15,5,0,322,Extinction,2
16,5,1,408,Extinction,2
17,5,2,270,Extinction,2
0,0,0,249,Extinction,3
1,0,1,364,Extinction,3
2,0,2,387,Extinction,3
3,1,0,250,Extinction,3
4,1,1,246,Extinction,3
5,1,2,504,Extinction,3
6,2,0,225,Extinction,3
7,2,1,281,Extinction,3
8,2,2,494,Extinction,3
9,3,0,419,Extinction,3
10,3,1,427,Extinction,3
11,3,2,154,Extinction,3
12,4,0,283,Extinction,3
13,4,1,332,Extinction,3
14,4,2,385,Extinction,3
15,5,0,574,Extinction,3
16,5,1,350,Extinction,3
17,5,2,76,Extinction,3
0,0,0,176,Extinction,4
1,0,1,261,Extinction,4
2,0,2,563,Extinction,4
3,1,0,584,Extinction,4
4,1,1,340,Extinction,4
5,1,2,76,Extinction,4
6,2,0,225,Extinction,4
7,2,1,441,Extinction,4
8,2,2,334,Extinction,4
9,3,0,197,Extinction,4
10,3,1,377,Extinction,4
11,3,2,426,Extinction,4
12,4,0,660,Extinction,4
13,4,1,325,Extinction,4
14,4,2,15,Extinction,4
15,5,0,158,Extinction,4
16,5,1,274,Extinction,4
17,5,2,568,Extinction,4
0,0,0,547,Extinction,5
1,0,1,340,Extinction,5
2,0,2,113,Extinction,5
3,1,0,606,Extinction,5
4,1,1,291,Extinction,5
5,1,2,103,Extinction,5
6,2,0,142,Extinction,5
7,2,1,313,Extinction,5
8,2,2,545,Extinction,5
9,3,0,174,Extinction,5
10,3,1,413,Extinction,5
11,3,2,413,Extinction,5
12,4,0,382,Extinction,5
13,4,1,373,Extinction,5
14,4,2,245,Extinction,5
15,5,0,149,Extinction,5
16,5,1,270,Extinction,5
17,5,2,581,Extinction,5
0,0,0,506,Extinction,6
1,0,1,332,Extinction,6
2,0,2,162,Extinction,6
3,1,0,489,Extinction,6
4,1,1,313,Extinction,6
5,1,2,198,Extinction,6
6,2,0,133,Extinction,6
7,2,1,261,Extinction,6
8,2,2,606,Extinction,6
9,3,0,191,Extinction,6
10,3,1,327,Extinction,6
11,3,2,482,Extinction,6
12,4,0,177,Extinction,6
13,4,1,485,Extinction,6
14,4,2,338,Extinction,6
15,5,0,504,Extinction,6
16,5,1,282,Extinction,6
17,5,2,214,Extinction,6
0,0,0,107,Extinction,7
1,0,1,120,Extinction,7
2,0,2,773,Extinction,7
3,1,0,206,Extinction,7
4,1,1,289,Extinction,7
5,1,2,505,Extinction,7
6,2,0,573,Extinction,7
7,2,1,375,Extinction,7
8,2,2,52,Extinction,7
9,3,0,343,Extinction,7
10,3,1,360,Extinction,7
11,3,2,297,Extinction,7
12,4,0,384,Extinction,7
13,4,1,444,Extinction,7
14,4,2,172,Extinction,7
15,5,0,463,Extinction,7
16,5,1,411,Extinction,7
17,5,2,126,Extinction,7
0,0,0,270,Extinction,8
1,0,1,295,Extinction,8
2,0,2,435,Extinction,8
3,1,0,224,Extinction,8
4,1,1,375,Extinction,8
5,1,2,401,Extinction,8
6,2,0,461,Extinction,8
7,2,1,365,Extinction,8
8,2,2,174,Extinction,8
9,3,0,421,Extinction,8
10,3,1,407,Extinction,8
11,3,2,172,Extinction,8
12,4,0,484,Extinction,8
13,4,1,355,Extinction,8
14,4,2,161,Extinction,8
15,5,0,140,Extinction,8
16,5,1,203,Extinction,8
17,5,2,657,Extinction,8
0,0,0,342,Extinction,9
1,0,1,328,Extinction,9
2,0,2,330,Extinction,9
3,1,0,173,Extinction,9
4,1,1,369,Extinction,9
5,1,2,458,Extinction,9
6,2,0,361,Extinction,9
7,2,1,361,Extinction,9
8,2,2,278,Extinction,9
9,3,0,261,Extinction,9
10,3,1,361,Extinction,9
11,3,2,378,Extinction,9
12,4,0,564,Extinction,9
13,4,1,270,Extinction,9
14,4,2,166,Extinction,9
15,5,0,299,Extinction,9
16,5,1,346,Extinction,9
17,5,2,355,Extinction,9
0,0,0,594,Extinction,0
1,0,1,312,Extinction,0
2,0,2,94,Extinction,0
3,1,0,558,Extinction,0
4,1,1,342,Extinction,0
5,1,2,100,Extinction,0
6,2,0,151,Extinction,0
7,2,1,218,Extinction,0
8,2,2,631,Extinction,0
9,3,0,147,Extinction,0
10,3,1,213,Extinction,0
11,3,2,640,Extinction,0
12,4,0,208,Extinction,0
13,4,1,407,Extinction,0
14,4,2,385,Extinction,0
15,5,0,342,Extinction,0
16,5,1,508,Extinction,0
17,5,2,150,Extinction,0
0,0,0,194,Extinction,1
1,0,1,255,Extinction,1
2,0,2,551,Extinction,1
3,1,0,517,Extinction,1
4,1,1,300,Extinction,1
5,1,2,183,Extinction,1
6,2,0,273,Extinction,1
7,2,1,426,Extinction,1
8,2,2,301,Extinction,1
9,3,0,245,Extinction,1
10,3,1,352,Extinction,1
11,3,2,403,Extinction,1
12,4,0,513,Extinction,1
13,4,1,329,Extinction,1
14,4,2,158,Extinction,1
15,5,0,266,Extinction,1
16,5,1,330,Extinction,1
17,5,2,404,Extinction,1
0,0,0,540,Extinction,2
1,0,1,305,Extinction,2
2,0,2,155,Extinction,2
3,1,0,373,Extinction,2
4,1,1,316,Extinction,2
5,1,2,311,Extinction,2
6,2,0,200,Extinction,2
7,2,1,282,Extinction,2
8,2,2,518,Extinction,2
9,3,0,204,Extinction,2
10,3,1,297,Extinction,2
11,3,2,499,Extinction,2
12,4,0,372,Extinction,2
13,4,1,374,Extinction,2
14,4,2,254,Extinction,2
15,5,0,311,Extinction,2
16,5,1,426,Extinction,2
17,5,2,263,Extinction,2
0,0,0,259,Extinction,3
1,0,1,339,Extinction,3
2,0,2,402,Extinction,3
3,1,0,227,Extinction,3
4,1,1,294,Extinction,3
5,1,2,479,Extinction,3
6,2,0,230,Extinction,3
7,2,1,282,Extinction,3
8,2,2,488,Extinction,3
9,3,0,417,Extinction,3
10,3,1,423,Extinction,3
11,3,2,160,Extinction,3
12,4,0,279,Extinction,3
13,4,1,319,Extinction,3
14,4,2,402,Extinction,3
15,5,0,588,Extinction,3
16,5,1,343,Extinction,3
17,5,2,69,Extinction,3
0,0,0,179,Extinction,4
1,0,1,279,Extinction,4
2,0,2,542,Extinction,4
3,1,0,555,Extinction,4
4,1,1,373,Extinction,4
5,1,2,72,Extinction,4
6,2,0,236,Extinction,4
7,2,1,384,Extinction,4
8,2,2,380,Extinction,4
9,3,0,200,Extinction,4
10,3,1,395,Extinction,4
11,3,2,405,Extinction,4
12,4,0,651,Extinction,4
13,4,1,320,Extinction,4
14,4,2,29,Extinction,4
15,5,0,179,Extinction,4
16,5,1,249,Extinction,4
17,5,2,572,Extinction,4
0,0,0,548,Extinction,5
1,0,1,317,Extinction,5
2,0,2,135,Extinction,5
3,1,0,601,Extinction,5
4,1,1,289,Extinction,5
5,1,2,110,Extinction,5
6,2,0,155,Extinction,5
7,2,1,313,Extinction,5
8,2,2,532,Extinction,5
9,3,0,211,Extinction,5
10,3,1,430,Extinction,5
11,3,2,359,Extinction,5
12,4,0,343,Extinction,5
13,4,1,367,Extinction,5
14,4,2,290,Extinction,5
15,5,0,142,Extinction,5
16,5,1,284,Extinction,5
17,5,2,574,Extinction,5
0,0,0,496,Extinction,6
1,0,1,341,Extinction,6
2,0,2,163,Extinction,6
3,1,0,493,Extinction,6
4,1,1,290,Extinction,6
5,1,2,217,Extinction,6
6,2,0,159,Extinction,6
7,2,1,234,Extinction,6
8,2,2,607,Extinction,6
9,3,0,207,Extinction,6
10,3,1,343,Extinction,6
11,3,2,450,Extinction,6
12,4,0,200,Extinction,6
13,4,1,471,Extinction,6
14,4,2,329,Extinction,6
15,5,0,505,Extinction,6
16,5,1,261,Extinction,6
17,5,2,234,Extinction,6
0,0,0,121,Extinction,7
1,0,1,103,Extinction,7
2,0,2,776,Extinction,7
3,1,0,219,Extinction,7
4,1,1,303,Extinction,7
5,1,2,478,Extinction,7
6,2,0,528,Extinction,7
7,2,1,382,Extinction,7
8,2,2,90,Extinction,7
9,3,0,350,Extinction,7
10,3,1,347,Extinction,7
11,3,2,303,Extinction,7
12,4,0,377,Extinction,7
13,4,1,428,Extinction,7
14,4,2,195,Extinction,7
15,5,0,429,Extinction,7
16,5,1,413,Extinction,7
17,5,2,158,Extinction,7
0,0,0,258,Extinction,8
1,0,1,298,Extinction,8
2,0,2,444,Extinction,8
3,1,0,229,Extinction,8
4,1,1,388,Extinction,8
5,1,2,383,Extinction,8
6,2,0,404,Extinction,8
7,2,1,409,Extinction,8
8,2,2,187,Extinction,8
9,3,0,447,Extinction,8
10,3,1,367,Extinction,8
11,3,2,186,Extinction,8
12,4,0,488,Extinction,8
13,4,1,344,Extinction,8
14,4,2,168,Extinction,8
15,5,0,174,Extinction,8
16,5,1,194,Extinction,8
17,5,2,632,Extinction,8
0,0,0,368,Extinction,9
1,0,1,318,Extinction,9
2,0,2,314,Extinction,9
3,1,0,166,Extinction,9
4,1,1,370,Extinction,9
5,1,2,464,Extinction,9
6,2,0,389,Extinction,9
7,2,1,323,Extinction,9
8,2,2,288,Extinction,9
9,3,0,258,Extinction,9
10,3,1,349,Extinction,9
11,3,2,393,Extinction,9
12,4,0,605,Extinction,9
13,4,1,230,Extinction,9
14,4,2,165,Extinction,9
15,5,0,295,Extinction,9
16,5,1,329,Extinction,9
17,5,2,376,Extinction,9
0,0,0,626,Extinction,0
1,0,1,288,Extinction,0
2,0,2,86,Extinction,0
3,1,0,560,Extinction,0
4,1,1,342,Extinction,0
5,1,2,98,Extinction,0
6,2,0,148,Extinction,0
7,2,1,229,Extinction,0
8,2,2,623,Extinction,0
9,3,0,149,Extinction,0
10,3,1,196,Extinction,0
11,3,2,655,Extinction,0
12,4,0,229,Extinction,0
13,4,1,395,Extinction,0
14,4,2,376,Extinction,0
15,5,0,350,Extinction,0
16,5,1,488,Extinction,0
17,5,2,162,Extinction,0
0,0,0,197,Extinction,1
1,0,1,240,Extinction,1
2,0,2,563,Extinction,1
3,1,0,504,Extinction,1
4,1,1,312,Extinction,1
5,1,2,184,Extinction,1
6,2,0,293,Extinction,1
7,2,1,412,Extinction,1
8,2,2,295,Extinction,1
9,3,0,255,Extinction,1
10,3,1,346,Extinction,1
11,3,2,399,Extinction,1
12,4,0,517,Extinction,1
13,4,1,328,Extinction,1
14,4,2,155,Extinction,1
15,5,0,273,Extinction,1
16,5,1,323,Extinction,1
17,5,2,404,Extinction,1
0,0,0,533,Extinction,2
1,0,1,308,Extinction,2
2,0,2,159,Extinction,2
3,1,0,355,Extinction,2
4,1,1,314,Extinction,2
5,1,2,331,Extinction,2
6,2,0,201,Extinction,2
7,2,1,276,Extinction,2
8,2,2,523,Extinction,2
9,3,0,213,Extinction,2
10,3,1,304,Extinction,2
11,3,2,483,Extinction,2
12,4,0,392,Extinction,2
13,4,1,385,Extinction,2
14,4,2,223,Extinction,2
15,5,0,306,Extinction,2
16,5,1,421,Extinction,2
17,5,2,273,Extinction,2
0,0,0,266,Extinction,3
1,0,1,363,Extinction,3
2,0,2,371,Extinction,3
3,1,0,226,Extinction,3
4,1,1,270,Extinction,3
5,1,2,504,Extinction,3
6,2,0,217,Extinction,3
7,2,1,280,Extinction,3
8,2,2,503,Extinction,3
9,3,0,424,Extinction,3
10,3,1,424,Extinction,3
11,3,2,152,Extinction,3
12,4,0,282,Extinction,3
13,4,1,321,Extinction,3
14,4,2,397,Extinction,3
15,5,0,585,Extinction,3
16,5,1,342,Extinction,3
17,5,2,73,Extinction,3
0,0,0,150,Extinction,4
1,0,1,268,Extinction,4
2,0,2,582,Extinction,4
3,1,0,602,Extinction,4
4,1,1,333,Extinction,4
5,1,2,65,Extinction,4
6,2,0,231,Extinction,4
7,2,1,405,Extinction,4
8,2,2,364,Extinction,4
9,3,0,210,Extinction,4
10,3,1,394,Extinction,4
11,3,2,396,Extinction,4
12,4,0,651,Extinction,4
13,4,1,333,Extinction,4
14,4,2,16,Extinction,4
15,5,0,156,Extinction,4
16,5,1,267,Extinction,4
17,5,2,577,Extinction,4
0,0,0,540,Extinction,5
1,0,1,313,Extinction,5
2,0,2,147,Extinction,5
3,1,0,595,Extinction,5
4,1,1,309,Extinction,5
5,1,2,96,Extinction,5
6,2,0,157,Extinction,5
7,2,1,304,Extinction,5
8,2,2,539,Extinction,5
9,3,0,187,Extinction,5
10,3,1,436,Extinction,5
11,3,2,377,Extinction,5
12,4,0,379,Extinction,5
13,4,1,362,Extinction,5
14,4,2,259,Extinction,5
15,5,0,142,Extinction,5
16,5,1,276,Extinction,5
17,5,2,582,Extinction,5
0,0,0,484,Extinction,6
1,0,1,342,Extinction,6
2,0,2,174,Extinction,6
3,1,0,523,Extinction,6
4,1,1,274,Extinction,6
5,1,2,203,Extinction,6
6,2,0,136,Extinction,6
7,2,1,242,Extinction,6
8,2,2,622,Extinction,6
9,3,0,195,Extinction,6
10,3,1,360,Extinction,6
11,3,2,445,Extinction,6
12,4,0,193,Extinction,6
13,4,1,483,Extinction,6
14,4,2,324,Extinction,6
15,5,0,469,Extinction,6
16,5,1,299,Extinction,6
17,5,2,232,Extinction,6
0,0,0,102,Extinction,7
1,0,1,103,Extinction,7
2,0,2,795,Extinction,7
3,1,0,228,Extinction,7
4,1,1,254,Extinction,7
5,1,2,518,Extinction,7
6,2,0,534,Extinction,7
7,2,1,393,Extinction,7
8,2,2,73,Extinction,7
9,3,0,354,Extinction,7
10,3,1,349,Extinction,7
11,3,2,297,Extinction,7
12,4,0,366,Extinction,7
13,4,1,449,Extinction,7
14,4,2,185,Extinction,7
15,5,0,451,Extinction,7
16,5,1,417,Extinction,7
17,5,2,132,Extinction,7
0,0,0,239,Extinction,8
1,0,1,323,Extinction,8
2,0,2,438,Extinction,8
3,1,0,238,Extinction,8
4,1,1,381,Extinction,8
5,1,2,381,Extinction,8
6,2,0,442,Extinction,8
7,2,1,380,Extinction,8
8,2,2,178,Extinction,8
9,3,0,450,Extinction,8
10,3,1,360,Extinction,8
11,3,2,190,Extinction,8
12,4,0,466,Extinction,8
13,4,1,365,Extinction,8
14,4,2,169,Extinction,8
15,5,0,165,Extinction,8
16,5,1,191,Extinction,8
17,5,2,644,Extinction,8
0,0,0,324,Extinction,9
1,0,1,355,Extinction,9
2,0,2,321,Extinction,9
3,1,0,179,Extinction,9
4,1,1,356,Extinction,9
5,1,2,465,Extinction,9
6,2,0,400,Extinction,9
7,2,1,313,Extinction,9
8,2,2,287,Extinction,9
9,3,0,250,Extinction,9
10,3,1,356,Extinction,9
11,3,2,394,Extinction,9
12,4,0,555,Extinction,9
13,4,1,288,Extinction,9
14,4,2,157,Extinction,9
15,5,0,292,Extinction,9
16,5,1,332,Extinction,9
17,5,2,376,Extinction,9
0,0,0,612,Extinction,0
1,0,1,294,Extinction,0
2,0,2,94,Extinction,0
3,1,0,570,Extinction,0
4,1,1,339,Extinction,0
5,1,2,91,Extinction,0
6,2,0,156,Extinction,0
7,2,1,220,Extinction,0
8,2,2,624,Extinction,0
9,3,0,137,Extinction,0
10,3,1,210,Extinction,0
11,3,2,653,Extinction,0
12,4,0,219,Extinction,0
13,4,1,433,Extinction,0
14,4,2,348,Extinction,0
15,5,0,306,Extinction,0
16,5,1,504,Extinction,0
17,5,2,190,Extinction,0
0,0,0,213,Extinction,1
1,0,1,233,Extinction,1
2,0,2,554,Extinction,1
3,1,0,502,Extinction,1
4,1,1,317,Extinction,1
5,1,2,181,Extinction,1
6,2,0,277,Extinction,1
7,2,1,422,Extinction,1
8,2,2,301,Extinction,1
9,3,0,268,Extinction,1
10,3,1,359,Extinction,1
11,3,2,373,Extinction,1
12,4,0,501,Extinction,1
13,4,1,317,Extinction,1
14,4,2,182,Extinction,1
15,5,0,239,Extinction,1
16,5,1,352,Extinction,1
17,5,2,409,Extinction,1
0,0,0,519,Extinction,2
1,0,1,315,Extinction,2
2,0,2,166,Extinction,2
3,1,0,370,Extinction,2
4,1,1,331,Extinction,2
5,1,2,299,Extinction,2
6,2,0,209,Extinction,2
7,2,1,260,Extinction,2
8,2,2,531,Extinction,2
9,3,0,241,Extinction,2
10,3,1,285,Extinction,2
11,3,2,474,Extinction,2
12,4,0,383,Extinction,2
13,4,1,383,Extinction,2
14,4,2,234,Extinction,2
15,5,0,312,Extinction,2
16,5,1,392,Extinction,2
17,5,2,296,Extinction,2
0,0,0,273,Extinction,3
1,0,1,350,Extinction,3
2,0,2,377,Extinction,3
3,1,0,238,Extinction,3
4,1,1,265,Extinction,3
5,1,2,497,Extinction,3
6,2,0,232,Extinction,3
7,2,1,268,Extinction,3
8,2,2,500,Extinction,3
9,3,0,396,Extinction,3
10,3,1,440,Extinction,3
11,3,2,164,Extinction,3
12,4,0,284,Extinction,3
13,4,1,339,Extinction,3
14,4,2,377,Extinction,3
15,5,0,577,Extinction,3
16,5,1,344,Extinction,3
17,5,2,79,Extinction,3
0,0,0,178,Extinction,4
1,0,1,278,Extinction,4
2,0,2,544,Extinction,4
3,1,0,554,Extinction,4
4,1,1,381,Extinction,4
5,1,2,65,Extinction,4
6,2,0,227,Extinction,4
7,2,1,407,Extinction,4
8,2,2,366,Extinction,4
9,3,0,199,Extinction,4
10,3,1,384,Extinction,4
11,3,2,417,Extinction,4
12,4,0,654,Extinction,4
13,4,1,294,Extinction,4
14,4,2,52,Extinction,4
15,5,0,188,Extinction,4
16,5,1,256,Extinction,4
17,5,2,556,Extinction,4
0,0,0,567,Extinction,5
1,0,1,314,Extinction,5
2,0,2,119,Extinction,5
3,1,0,574,Extinction,5
4,1,1,317,Extinction,5
5,1,2,109,Extinction,5
6,2,0,150,Extinction,5
7,2,1,313,Extinction,5
8,2,2,537,Extinction,5
9,3,0,210,Extinction,5
10,3,1,414,Extinction,5
11,3,2,376,Extinction,5
12,4,0,374,Extinction,5
13,4,1,347,Extinction,5
14,4,2,279,Extinction,5
15,5,0,125,Extinction,5
16,5,1,295,Extinction,5
17,5,2,580,Extinction,5
0,0,0,487,Extinction,6
1,0,1,347,Extinction,6
2,0,2,166,Extinction,6
3,1,0,520,Extinction,6
4,1,1,273,Extinction,6
5,1,2,207,Extinction,6
6,2,0,125,Extinction,6
7,2,1,266,Extinction,6
8,2,2,609,Extinction,6
9,3,0,185,Extinction,6
10,3,1,344,Extinction,6
11,3,2,471,Extinction,6
12,4,0,216,Extinction,6
13,4,1,463,Extinction,6
14,4,2,321,Extinction,6
15,5,0,467,Extinction,6
16,5,1,307,Extinction,6
17,5,2,226,Extinction,6
0,0,0,104,Extinction,7
1,0,1,109,Extinction,7
2,0,2,787,Extinction,7
3,1,0,201,Extinction,7
4,1,1,298,Extinction,7
5,1,2,501,Extinction,7
6,2,0,527,Extinction,7
7,2,1,410,Extinction,7
8,2,2,63,Extinction,7
9,3,0,358,Extinction,7
10,3,1,347,Extinction,7
11,3,2,295,Extinction,7
12,4,0,385,Extinction,7
13,4,1,431,Extinction,7
14,4,2,184,Extinction,7
15,5,0,478,Extinction,7
16,5,1,413,Extinction,7
17,5,2,109,Extinction,7
0,0,0,260,Extinction,8
1,0,1,302,Extinction,8
2,0,2,438,Extinction,8
3,1,0,216,Extinction,8
4,1,1,399,Extinction,8
5,1,2,385,Extinction,8
6,2,0,439,Extinction,8
7,2,1,376,Extinction,8
8,2,2,185,Extinction,8
9,3,0,433,Extinction,8
10,3,1,383,Extinction,8
11,3,2,184,Extinction,8
