,node,state,count,id,Network
1,0,1,332,Random Noise,7
2,0,2,333,Random Noise,7
3,1,0,332,Random Noise,7
4,1,1,349,Random Noise,7
5,1,2,319,Random Noise,7
6,2,0,317,Random Noise,7
7,2,1,349,Random Noise,7
8,2,2,334,Random Noise,7
9,3,0,324,Random Noise,7
10,3,1,341,Random Noise,7
11,3,2,335,Random Noise,7
12,4,0,356,Random Noise,7
13,4,1,319,Random Noise,7
14,4,2,325,Random Noise,7
15,5,0,336,Random Noise,7
16,5,1,310,Random Noise,7
17,5,2,354,Random Noise,7
0,0,0,324,Random Noise,8
1,0,1,330,Random Noise,8
2,0,2,346,Random Noise,8
3,1,0,328,Random Noise,8
4,1,1,346,Random Noise,8
5,1,2,326,Random Noise,8
6,2,0,349,Random Noise,8
7,2,1,340,Random Noise,8
8,2,2,311,Random Noise,8
9,3,0,315,Random Noise,8
10,3,1,329,Random Noise,8
11,3,2,356,Random Noise,8
12,4,0,340,Random Noise,8
13,4,1,337,Random Noise,8
14,4,2,323,Random Noise,8
15,5,0,344,Random Noise,8
16,5,1,318,Random Noise,8
17,5,2,338,Random Noise,8
0,0,0,333,Random Noise,9
1,0,1,327,Random Noise,9
2,0,2,340,Random Noise,9
3,1,0,352,Random Noise,9
4,1,1,323,Random Noise,9
5,1,2,325,Random Noise,9
6,2,0,328,Random Noise,9
7,2,1,348,Random Noise,9
8,2,2,324,Random Noise,9
9,3,0,330,Random Noise,9
10,3,1,327,Random Noise,9
11,3,2,343,Random Noise,9
12,4,0,325,Random Noise,9
13,4,1,335,Random Noise,9
14,4,2,340,Random Noise,9
15,5,0,332,Random Noise,9
16,5,1,340,Random Noise,9
17,5,2,328,Random Noise,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,886,Extinction,0
4,1,1,114,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,355,Extinction,0
8,2,2,645,Extinction,0
9,3,0,0,Extinction,0
10,3,1,85,Extinction,0
11,3,2,915,Extinction,0
12,4,0,2,Extinction,0
13,4,1,580,Extinction,0
14,4,2,418,Extinction,0
15,5,0,112,Extinction,0
16,5,1,866,Extinction,0
17,5,2,22,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,999,Extinction,1
4,1,1,1,Extinction,1
5,1,2,0,Extinction,1
6,2,0,502,Extinction,1
7,2,1,380,Extinction,1
8,2,2,118,Extinction,1
9,3,0,455,Extinction,1
10,3,1,542,Extinction,1
11,3,2,3,Extinction,1
12,4,0,40,Extinction,1
13,4,1,642,Extinction,1
14,4,2,318,Extinction,1
15,5,0,4,Extinction,1
16,5,1,435,Extinction,1
17,5,2,561,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,144,Extinction,3
4,1,1,575,Extinction,3
5,1,2,281,Extinction,3
6,2,0,306,Extinction,3
7,2,1,453,Extinction,3
8,2,2,241,Extinction,3
9,3,0,42,Extinction,3
10,3,1,118,Extinction,3
11,3,2,840,Extinction,3
12,4,0,617,Extinction,3
13,4,1,286,Extinction,3
14,4,2,97,Extinction,3
15,5,0,209,Extinction,3
16,5,1,250,Extinction,3
17,5,2,541,Extinction,3
0,0,0,0,Extinction,4
1,0,1,11,Extinction,4
2,0,2,989,Extinction,4
3,1,0,155,Extinction,4
4,1,1,819,Extinction,4
5,1,2,26,Extinction,4
6,2,0,0,Extinction,4
7,2,1,15,Extinction,4
8,2,2,985,Extinction,4
9,3,0,987,Extinction,4
10,3,1,13,Extinction,4
11,3,2,0,Extinction,4
12,4,0,985,Extinction,4
13,4,1,15,Extinction,4
14,4,2,0,Extinction,4
15,5,0,854,Extinction,4
16,5,1,146,Extinction,4
17,5,2,0,Extinction,4
0,0,0,640,Extinction,5
1,0,1,4,Extinction,5
2,0,2,356,Extinction,5
3,1,0,660,Extinction,5
4,1,1,264,Extinction,5
5,1,2,76,Extinction,5
6,2,0,19,Extinction,5
7,2,1,135,Extinction,5
8,2,2,846,Extinction,5
9,3,0,37,Extinction,5
10,3,1,446,Extinction,5
11,3,2,517,Extinction,5
12,4,0,690,Extinction,5
13,4,1,298,Extinction,5
14,4,2,12,Extinction,5
15,5,0,195,Extinction,5
16,5,1,612,Extinction,5
17,5,2,193,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,4,Extinction,6
4,1,1,28,Extinction,6
5,1,2,968,Extinction,6
6,2,0,4,Extinction,6
7,2,1,279,Extinction,6
8,2,2,717,Extinction,6
9,3,0,720,Extinction,6
10,3,1,278,Extinction,6
11,3,2,2,Extinction,6
12,4,0,40,Extinction,6
13,4,1,684,Extinction,6
14,4,2,276,Extinction,6
15,5,0,232,Extinction,6
16,5,1,731,Extinction,6
17,5,2,37,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,840,Extinction,7
4,1,1,158,Extinction,7
5,1,2,2,Extinction,7
6,2,0,840,Extinction,7
7,2,1,160,Extinction,7
8,2,2,0,Extinction,7
9,3,0,24,Extinction,7
10,3,1,570,Extinction,7
11,3,2,406,Extinction,7
12,4,0,14,Extinction,7
13,4,1,372,Extinction,7
14,4,2,614,Extinction,7
15,5,0,1,Extinction,7
16,5,1,21,Extinction,7
17,5,2,978,Extinction,7
0,0,0,2,Extinction,8
1,0,1,998,Extinction,8
2,0,2,0,Extinction,8
3,1,0,260,Extinction,8
4,1,1,740,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,232,Extinction,8
10,3,1,768,Extinction,8
11,3,2,0,Extinction,8
12,4,0,2,Extinction,8
13,4,1,998,Extinction,8
14,4,2,0,Extinction,8
15,5,0,504,Extinction,8
16,5,1,496,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,538,Extinction,9
7,2,1,462,Extinction,9
8,2,2,0,Extinction,9
9,3,0,416,Extinction,9
10,3,1,584,Extinction,9
11,3,2,0,Extinction,9
12,4,0,42,Extinction,9
13,4,1,615,Extinction,9
14,4,2,343,Extinction,9
15,5,0,4,Extinction,9
16,5,1,339,Extinction,9
17,5,2,657,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,898,Extinction,0
4,1,1,102,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,367,Extinction,0
8,2,2,633,Extinction,0
9,3,0,0,Extinction,0
10,3,1,77,Extinction,0
11,3,2,923,Extinction,0
12,4,0,5,Extinction,0
13,4,1,563,Extinction,0
14,4,2,432,Extinction,0
15,5,0,97,Extinction,0
16,5,1,891,Extinction,0
17,5,2,12,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,999,Extinction,1
4,1,1,0,Extinction,1
5,1,2,1,Extinction,1
6,2,0,512,Extinction,1
7,2,1,375,Extinction,1
8,2,2,113,Extinction,1
9,3,0,442,Extinction,1
10,3,1,557,Extinction,1
11,3,2,1,Extinction,1
12,4,0,41,Extinction,1
13,4,1,639,Extinction,1
14,4,2,320,Extinction,1
15,5,0,6,Extinction,1
16,5,1,429,Extinction,1
17,5,2,565,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,150,Extinction,3
4,1,1,574,Extinction,3
5,1,2,276,Extinction,3
6,2,0,319,Extinction,3
7,2,1,437,Extinction,3
8,2,2,244,Extinction,3
9,3,0,32,Extinction,3
10,3,1,122,Extinction,3
11,3,2,846,Extinction,3
12,4,0,585,Extinction,3
13,4,1,323,Extinction,3
14,4,2,92,Extinction,3
15,5,0,202,Extinction,3
16,5,1,256,Extinction,3
17,5,2,542,Extinction,3
0,0,0,0,Extinction,4
1,0,1,15,Extinction,4
2,0,2,985,Extinction,4
3,1,0,174,Extinction,4
4,1,1,795,Extinction,4
5,1,2,31,Extinction,4
6,2,0,0,Extinction,4
7,2,1,16,Extinction,4
8,2,2,984,Extinction,4
9,3,0,983,Extinction,4
10,3,1,17,Extinction,4
11,3,2,0,Extinction,4
12,4,0,982,Extinction,4
13,4,1,18,Extinction,4
14,4,2,0,Extinction,4
15,5,0,833,Extinction,4
16,5,1,167,Extinction,4
17,5,2,0,Extinction,4
0,0,0,602,Extinction,5
1,0,1,7,Extinction,5
2,0,2,391,Extinction,5
3,1,0,685,Extinction,5
4,1,1,258,Extinction,5
5,1,2,57,Extinction,5
6,2,0,18,Extinction,5
7,2,1,130,Extinction,5
8,2,2,852,Extinction,5
9,3,0,27,Extinction,5
10,3,1,467,Extinction,5
11,3,2,506,Extinction,5
12,4,0,681,Extinction,5
13,4,1,307,Extinction,5
14,4,2,12,Extinction,5
15,5,0,222,Extinction,5
16,5,1,596,Extinction,5
17,5,2,182,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,2,Extinction,6
4,1,1,24,Extinction,6
5,1,2,974,Extinction,6
6,2,0,2,Extinction,6
7,2,1,251,Extinction,6
8,2,2,747,Extinction,6
9,3,0,720,Extinction,6
10,3,1,278,Extinction,6
11,3,2,2,Extinction,6
12,4,0,45,Extinction,6
13,4,1,713,Extinction,6
14,4,2,242,Extinction,6
15,5,0,231,Extinction,6
16,5,1,734,Extinction,6
17,5,2,35,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,824,Extinction,7
4,1,1,175,Extinction,7
5,1,2,1,Extinction,7
6,2,0,842,Extinction,7
7,2,1,157,Extinction,7
8,2,2,1,Extinction,7
9,3,0,31,Extinction,7
10,3,1,540,Extinction,7
11,3,2,429,Extinction,7
12,4,0,15,Extinction,7
13,4,1,396,Extinction,7
14,4,2,589,Extinction,7
15,5,0,2,Extinction,7
16,5,1,18,Extinction,7
17,5,2,980,Extinction,7
0,0,0,3,Extinction,8
1,0,1,997,Extinction,8
2,0,2,0,Extinction,8
3,1,0,232,Extinction,8
4,1,1,768,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,242,Extinction,8
10,3,1,758,Extinction,8
11,3,2,0,Extinction,8
12,4,0,3,Extinction,8
13,4,1,997,Extinction,8
14,4,2,0,Extinction,8
15,5,0,520,Extinction,8
16,5,1,480,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,527,Extinction,9
7,2,1,473,Extinction,9
8,2,2,0,Extinction,9
9,3,0,418,Extinction,9
10,3,1,582,Extinction,9
11,3,2,0,Extinction,9
12,4,0,53,Extinction,9
13,4,1,589,Extinction,9
14,4,2,358,Extinction,9
15,5,0,2,Extinction,9
16,5,1,356,Extinction,9
17,5,2,642,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,899,Extinction,0
4,1,1,101,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,358,Extinction,0
8,2,2,642,Extinction,0
9,3,0,0,Extinction,0
10,3,1,64,Extinction,0
11,3,2,936,Extinction,0
12,4,0,5,Extinction,0
13,4,1,590,Extinction,0
14,4,2,405,Extinction,0
15,5,0,96,Extinction,0
16,5,1,887,Extinction,0
17,5,2,17,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,1000,Extinction,1
4,1,1,0,Extinction,1
5,1,2,0,Extinction,1
6,2,0,505,Extinction,1
7,2,1,384,Extinction,1
8,2,2,111,Extinction,1
9,3,0,447,Extinction,1
10,3,1,551,Extinction,1
11,3,2,2,Extinction,1
12,4,0,43,Extinction,1
13,4,1,656,Extinction,1
14,4,2,301,Extinction,1
15,5,0,5,Extinction,1
16,5,1,409,Extinction,1
17,5,2,586,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,144,Extinction,3
4,1,1,611,Extinction,3
5,1,2,245,Extinction,3
6,2,0,287,Extinction,3
7,2,1,476,Extinction,3
8,2,2,237,Extinction,3
9,3,0,29,Extinction,3
10,3,1,117,Extinction,3
11,3,2,854,Extinction,3
12,4,0,590,Extinction,3
13,4,1,322,Extinction,3
14,4,2,88,Extinction,3
15,5,0,182,Extinction,3
16,5,1,242,Extinction,3
17,5,2,576,Extinction,3
0,0,0,0,Extinction,4
1,0,1,9,Extinction,4
2,0,2,991,Extinction,4
3,1,0,179,Extinction,4
4,1,1,790,Extinction,4
5,1,2,31,Extinction,4
6,2,0,0,Extinction,4
7,2,1,22,Extinction,4
8,2,2,978,Extinction,4
9,3,0,981,Extinction,4
10,3,1,19,Extinction,4
11,3,2,0,Extinction,4
12,4,0,979,Extinction,4
13,4,1,21,Extinction,4
14,4,2,0,Extinction,4
15,5,0,842,Extinction,4
16,5,1,158,Extinction,4
17,5,2,0,Extinction,4
0,0,0,620,Extinction,5
1,0,1,2,Extinction,5
2,0,2,378,Extinction,5
3,1,0,695,Extinction,5
4,1,1,259,Extinction,5
5,1,2,46,Extinction,5
6,2,0,16,Extinction,5
7,2,1,117,Extinction,5
8,2,2,867,Extinction,5
9,3,0,28,Extinction,5
10,3,1,474,Extinction,5
11,3,2,498,Extinction,5
12,4,0,670,Extinction,5
13,4,1,306,Extinction,5
14,4,2,24,Extinction,5
15,5,0,195,Extinction,5
16,5,1,618,Extinction,5
17,5,2,187,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,2,Extinction,6
4,1,1,33,Extinction,6
5,1,2,965,Extinction,6
6,2,0,6,Extinction,6
7,2,1,274,Extinction,6
8,2,2,720,Extinction,6
9,3,0,735,Extinction,6
10,3,1,264,Extinction,6
11,3,2,1,Extinction,6
12,4,0,37,Extinction,6
13,4,1,693,Extinction,6
14,4,2,270,Extinction,6
15,5,0,220,Extinction,6
16,5,1,736,Extinction,6
17,5,2,44,Extinction,6
0,0,0,999,Extinction,7
1,0,1,0,Extinction,7
2,0,2,1,Extinction,7
3,1,0,823,Extinction,7
4,1,1,177,Extinction,7
5,1,2,0,Extinction,7
6,2,0,849,Extinction,7
7,2,1,151,Extinction,7
8,2,2,0,Extinction,7
9,3,0,26,Extinction,7
10,3,1,534,Extinction,7
11,3,2,440,Extinction,7
12,4,0,15,Extinction,7
13,4,1,403,Extinction,7
14,4,2,582,Extinction,7
15,5,0,1,Extinction,7
16,5,1,22,Extinction,7
17,5,2,977,Extinction,7
0,0,0,0,Extinction,8
1,0,1,1000,Extinction,8
2,0,2,0,Extinction,8
3,1,0,254,Extinction,8
4,1,1,746,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,230,Extinction,8
10,3,1,770,Extinction,8
11,3,2,0,Extinction,8
12,4,0,0,Extinction,8
13,4,1,1000,Extinction,8
14,4,2,0,Extinction,8
15,5,0,516,Extinction,8
16,5,1,484,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,535,Extinction,9
7,2,1,465,Extinction,9
8,2,2,0,Extinction,9
9,3,0,413,Extinction,9
10,3,1,587,Extinction,9
11,3,2,0,Extinction,9
12,4,0,50,Extinction,9
13,4,1,585,Extinction,9
14,4,2,365,Extinction,9
15,5,0,2,Extinction,9
16,5,1,363,Extinction,9
17,5,2,635,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,887,Extinction,0
4,1,1,113,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,364,Extinction,0
8,2,2,636,Extinction,0
9,3,0,0,Extinction,0
10,3,1,61,Extinction,0
11,3,2,939,Extinction,0
12,4,0,6,Extinction,0
13,4,1,583,Extinction,0
14,4,2,411,Extinction,0
15,5,0,107,Extinction,0
16,5,1,879,Extinction,0
17,5,2,14,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,999,Extinction,1
4,1,1,0,Extinction,1
5,1,2,1,Extinction,1
6,2,0,477,Extinction,1
7,2,1,411,Extinction,1
8,2,2,112,Extinction,1
9,3,0,475,Extinction,1
10,3,1,525,Extinction,1
11,3,2,0,Extinction,1
12,4,0,41,Extinction,1
13,4,1,624,Extinction,1
14,4,2,335,Extinction,1
15,5,0,8,Extinction,1
16,5,1,440,Extinction,1
17,5,2,552,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,154,Extinction,3
4,1,1,587,Extinction,3
5,1,2,259,Extinction,3
6,2,0,308,Extinction,3
7,2,1,463,Extinction,3
8,2,2,229,Extinction,3
9,3,0,30,Extinction,3
10,3,1,114,Extinction,3
11,3,2,856,Extinction,3
12,4,0,602,Extinction,3
13,4,1,318,Extinction,3
14,4,2,80,Extinction,3
15,5,0,184,Extinction,3
16,5,1,240,Extinction,3
17,5,2,576,Extinction,3
0,0,0,0,Extinction,4
1,0,1,16,Extinction,4
2,0,2,984,Extinction,4
3,1,0,188,Extinction,4
4,1,1,776,Extinction,4
5,1,2,36,Extinction,4
6,2,0,0,Extinction,4
7,2,1,20,Extinction,4
8,2,2,980,Extinction,4
9,3,0,977,Extinction,4
10,3,1,23,Extinction,4
11,3,2,0,Extinction,4
12,4,0,986,Extinction,4
13,4,1,14,Extinction,4
14,4,2,0,Extinction,4
15,5,0,819,Extinction,4
16,5,1,181,Extinction,4
17,5,2,0,Extinction,4
0,0,0,624,Extinction,5
1,0,1,2,Extinction,5
2,0,2,374,Extinction,5
3,1,0,682,Extinction,5
4,1,1,249,Extinction,5
5,1,2,69,Extinction,5
6,2,0,18,Extinction,5
7,2,1,111,Extinction,5
8,2,2,871,Extinction,5
9,3,0,34,Extinction,5
10,3,1,478,Extinction,5
11,3,2,488,Extinction,5
12,4,0,662,Extinction,5
13,4,1,325,Extinction,5
14,4,2,13,Extinction,5
15,5,0,192,Extinction,5
16,5,1,623,Extinction,5
17,5,2,185,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,3,Extinction,6
4,1,1,26,Extinction,6
5,1,2,971,Extinction,6
6,2,0,2,Extinction,6
7,2,1,266,Extinction,6
8,2,2,732,Extinction,6
9,3,0,712,Extinction,6
10,3,1,288,Extinction,6
11,3,2,0,Extinction,6
12,4,0,39,Extinction,6
13,4,1,707,Extinction,6
14,4,2,254,Extinction,6
15,5,0,244,Extinction,6
16,5,1,713,Extinction,6
17,5,2,43,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,822,Extinction,7
4,1,1,178,Extinction,7
5,1,2,0,Extinction,7
6,2,0,842,Extinction,7
7,2,1,155,Extinction,7
8,2,2,3,Extinction,7
9,3,0,23,Extinction,7
10,3,1,555,Extinction,7
11,3,2,422,Extinction,7
12,4,0,13,Extinction,7
13,4,1,392,Extinction,7
14,4,2,595,Extinction,7
15,5,0,1,Extinction,7
16,5,1,19,Extinction,7
17,5,2,980,Extinction,7
0,0,0,1,Extinction,8
1,0,1,999,Extinction,8
2,0,2,0,Extinction,8
3,1,0,245,Extinction,8
4,1,1,755,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,232,Extinction,8
10,3,1,768,Extinction,8
11,3,2,0,Extinction,8
12,4,0,1,Extinction,8
13,4,1,999,Extinction,8
14,4,2,0,Extinction,8
15,5,0,521,Extinction,8
16,5,1,479,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,2,Extinction,9
2,0,2,998,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,531,Extinction,9
7,2,1,469,Extinction,9
8,2,2,0,Extinction,9
9,3,0,402,Extinction,9
10,3,1,598,Extinction,9
11,3,2,0,Extinction,9
12,4,0,60,Extinction,9
13,4,1,574,Extinction,9
14,4,2,366,Extinction,9
15,5,0,7,Extinction,9
16,5,1,357,Extinction,9
17,5,2,636,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,897,Extinction,0
4,1,1,103,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,371,Extinction,0
8,2,2,629,Extinction,0
9,3,0,0,Extinction,0
10,3,1,87,Extinction,0
11,3,2,913,Extinction,0
12,4,0,9,Extinction,0
13,4,1,549,Extinction,0
14,4,2,442,Extinction,0
15,5,0,94,Extinction,0
16,5,1,890,Extinction,0
17,5,2,16,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,1000,Extinction,1
4,1,1,0,Extinction,1
5,1,2,0,Extinction,1
6,2,0,481,Extinction,1
7,2,1,394,Extinction,1
8,2,2,125,Extinction,1
9,3,0,482,Extinction,1
10,3,1,516,Extinction,1
11,3,2,2,Extinction,1
12,4,0,36,Extinction,1
13,4,1,648,Extinction,1
14,4,2,316,Extinction,1
15,5,0,1,Extinction,1
16,5,1,442,Extinction,1
17,5,2,557,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,128,Extinction,3
4,1,1,585,Extinction,3
5,1,2,287,Extinction,3
6,2,0,283,Extinction,3
7,2,1,512,Extinction,3
8,2,2,205,Extinction,3
9,3,0,22,Extinction,3
10,3,1,125,Extinction,3
11,3,2,853,Extinction,3
12,4,0,591,Extinction,3
13,4,1,310,Extinction,3
14,4,2,99,Extinction,3
15,5,0,186,Extinction,3
16,5,1,258,Extinction,3
17,5,2,556,Extinction,3
0,0,0,0,Extinction,4
1,0,1,15,Extinction,4
2,0,2,985,Extinction,4
3,1,0,212,Extinction,4
4,1,1,763,Extinction,4
5,1,2,25,Extinction,4
6,2,0,0,Extinction,4
7,2,1,10,Extinction,4
8,2,2,990,Extinction,4
9,3,0,982,Extinction,4
10,3,1,18,Extinction,4
11,3,2,0,Extinction,4
12,4,0,986,Extinction,4
13,4,1,14,Extinction,4
14,4,2,0,Extinction,4
15,5,0,830,Extinction,4
16,5,1,170,Extinction,4
17,5,2,0,Extinction,4
0,0,0,619,Extinction,5
1,0,1,5,Extinction,5
2,0,2,376,Extinction,5
3,1,0,672,Extinction,5
4,1,1,268,Extinction,5
5,1,2,60,Extinction,5
6,2,0,13,Extinction,5
7,2,1,134,Extinction,5
8,2,2,853,Extinction,5
9,3,0,18,Extinction,5
10,3,1,471,Extinction,5
11,3,2,511,Extinction,5
12,4,0,678,Extinction,5
13,4,1,301,Extinction,5
14,4,2,21,Extinction,5
15,5,0,197,Extinction,5
16,5,1,624,Extinction,5
17,5,2,179,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,3,Extinction,6
4,1,1,28,Extinction,6
5,1,2,969,Extinction,6
6,2,0,4,Extinction,6
7,2,1,275,Extinction,6
8,2,2,721,Extinction,6
9,3,0,703,Extinction,6
10,3,1,296,Extinction,6
11,3,2,1,Extinction,6
12,4,0,48,Extinction,6
13,4,1,689,Extinction,6
14,4,2,263,Extinction,6
15,5,0,242,Extinction,6
16,5,1,712,Extinction,6
17,5,2,46,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,828,Extinction,7
4,1,1,171,Extinction,7
5,1,2,1,Extinction,7
6,2,0,830,Extinction,7
7,2,1,167,Extinction,7
8,2,2,3,Extinction,7
9,3,0,27,Extinction,7
10,3,1,566,Extinction,7
11,3,2,407,Extinction,7
12,4,0,17,Extinction,7
13,4,1,373,Extinction,7
14,4,2,610,Extinction,7
15,5,0,2,Extinction,7
16,5,1,19,Extinction,7
17,5,2,979,Extinction,7
0,0,0,0,Extinction,8
1,0,1,1000,Extinction,8
2,0,2,0,Extinction,8
3,1,0,231,Extinction,8
4,1,1,769,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
